categorie_de_produit,sous_categorie_de_produit,risques_encourus_par_le_consommateur,nom_de_la_marque_du_produit,date_debut_fin_de_commercialisation,distributeurs,motif_du_rappel
Alimentation,Autres,"Inertes (verre, métal, plastique, papier, textile…)",THIRIET,Du 01/07/2022 au 07/12/2022,THIRIET,"Par mesure de précaution, en raison d’une présence possible de petits cailloux dans les galettes"
Alimentation,Herbes et épices,Bacillus cereus,La Bovida,Du 20/11/2022 au 30/11/2024,"La Bovida Rungis 10 Av. de Normandie, 94150 Rungis",présence de Bacillus cereus
Alimentation,Herbes et épices,Bacillus cereus,La Bovida,Du 01/11/2022 au 30/11/2024,"MAGASIN TOC LES HALLES 36 Rue Montmartre, 75001 Paris",présence de Bacillus cereus
Bébés-Enfants (hors alimentaire),Jouets,Blessures externes,Petit génie,Jusqu'au 06/12/2022,Gifi,Non conforme à la EN 71-1
Bébés-Enfants (hors alimentaire),Jouets,Blessures externes,MY WOODEN,Du 01/09/2022 au 25/11/2022,Carrefour,"Nous avons détecté un défaut qualité, certains jouets peuvent présenter des échardes provoquant un risque de blessures."
Bébés-Enfants (hors alimentaire),Jouets,Arrêt respiratoire Dommages internes,MY WOODEN,Du 01/09/2022 au 25/11/2022,Carrefour,La partie supérieure du produit peut se détacher et créer un petit élément susceptible d’être ingéré par des enfants de moins de 3 ans.
Maison-Habitat,Matériel de cuisine (sauf électroménager),Dépassement de seuils de sécurité,Silicone bakeware,Du 01/01/2022 au 06/12/2022,SASU ANNUMAN APPANE SIVANE AMMAN,"ce produit est considéré comme dangereux et risque  et n'est pas conforme à la norme européenne
: la teneur en matières organiques volatiles libres est supérieure à la valeur limite de 0,5 % (*)."
Alimentation,Viandes,Anomalie d'étiquetage,Hiruak,Du 02/12/2022 au 07/12/2022,GMS (voir détails ci joint),Erreur de la date limite de consommation
Alimentation,Produits sucrés,Substances allergisantes non déclarées,JUSTE BIO,Du 06/07/2022 au 08/12/2022,"Système U
Intermarché
Leclerc
Auchan
Indépendant : le marché des saisons",Présence possible de sulfites pouvant entraîner un risque allergène
"Appareils électriques, Outils","Appareils électriques, électroménager",Blessures externes,Marque de commerce : Culligan,Du 01/01/2011 au 30/06/2013,CULLIGAN,Faiblesse du modèle 1 du Waterbar (avant 2012) susceptible de générer un risque d'éjection brutale de certaines pièces du fait de la pression.
Alimentation,Herbes et épices,Bacillus cereus,Marius,Du 18/05/2022 au 08/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Herbes et épices,Bacillus cereus,Marius,Du 04/10/2022 au 08/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Herbes et épices,Bacillus cereus,Marius,Du 06/10/2022 au 08/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Herbes et épices,Bacillus cereus,Marius,Du 04/10/2022 au 06/12/2022,Grande distribution,Présence Bacillus cereus dans la matière première gingembre
Alimentation,Autres,Staphylococcus aureus (agent responsable d'intoxination staphylococcique),METRO Chef,NA,METRO,Analyse bactériologique non conforme sur la verrine Légumes / Ricotta / Tomate - Présence de staphylocoques
"Vêtements, Mode, EPI","Vêtements, textiles, accessoires de mode",Arrêt respiratoire,PAT ET RIPATON,Du 16/12/2020 au 03/12/2022,LA HALLE,Risque de détachement du curseur et de la tirette du zip
"Vêtements, Mode, EPI","Vêtements, textiles, accessoires de mode",Arrêt respiratoire,PAT ET RIPATON,Du 15/02/2022 au 03/12/2022,LA HALLE,Risque de détachement du curseur et de la tirette du zip
"Vêtements, Mode, EPI","Vêtements, textiles, accessoires de mode",Arrêt respiratoire,PAT ET RIPATON,Du 04/02/2022 au 03/12/2022,LA HALLE,Risque de détachement du curseur et de la tirette du zip
"Vêtements, Mode, EPI","Vêtements, textiles, accessoires de mode",Arrêt respiratoire,PAT ET RIPATON,Du 04/02/2022 au 03/12/2022,LA HALLE,Risque de détachement du curseur et de la tirette du zip
"Vêtements, Mode, EPI","Vêtements, textiles, accessoires de mode",Arrêt respiratoire,CREEKS,Du 19/02/2022 au 03/12/2022,LA HALLE,Risque de détachement du curseur et de la tirette du zip
Alimentation,Viandes,Autre risque,HelloFresh,Du 22/11/2022 au 09/12/2022,HelloFresh,DLC dépassée au moment de la livraison au consommateur
"Appareils électriques, Outils","Appareils électriques, électroménager",Choc électrique,SOLEA,Du 16/07/2020 au 09/09/2020,"Lumiland zc commerciale La Garenne 2    27930 Guichainville 
Bellea rond point de REGOURD    46000 Cahors",Risque de choc électrique
Sports-loisirs,Equipements de sports et de loisirs,Blessures externes,ROCKRIDER,Du 01/06/2021 au 01/11/2022,DECATHLON SE,Nos équipes qualité ont identifié une défaillance avec la fourche MANITOU MACHETE 120 mm pouvant entraîner une rupture de celle-ci.
Alimentation,Viandes,Listeria monocytogenes ,Ferme d'Estelle,Du 02/12/2022 au 03/12/2022,"Marché Buzançais 
Marché Lucay le Mâle
Marché Saint Août
Marché Le Blanc",Présence Listeria Monocytogenes <10
Bébés-Enfants (hors alimentaire),Jouets,Arrêt respiratoire,MAISONS DU MONDE,Du 13/12/2018 au 13/10/2022,"Réseau de magasins (succursales) Maisons du Monde sur le site web https://www.maisonsdumonde.com dans les pays suivants : France, Allemagne, Autriche, Suisse, Belgique, Luxembourg, Italie, Espagne, Portugal, Pays-Bas, UK",Le fauteuil présente des trous donnant accès au rembourrage pouvant engendrer un risque d’étouffement.
Alimentation,Plats préparés et snacks,Listeria monocytogenes ,Pain surprise campagne tranché - 32 sandwiches - surgelé,Depuis le 16/11/2022,"Normandie Service Frais
Gimbert Fleurance
Entrepôt transports cauyez",Présence de Listeria monocytogenes dans le produit fini
Alimentation,Plats préparés et snacks,Listeria monocytogenes ,SANS MARQUE,Du 29/11/2022 au 13/12/2022,"CASINO, SYSTÈME U, LECLERC, CARREFOUR, AUCHAN, GÉANT, CORA, INTERMARCHÉ.",PRÉSENCE DE LISTERIA MONOCYTOGENES
Alimentation,Lait et produits laitiers,"Défaut de fabrication, défaut d'étanchéité (ex: micro fuites, thermoscellage défectueux) ou anomalies de conditionnement",Paysan Breton,NA,Toutes enseignes,Mesure de précaution en raison d’un risque de défaut de soudure sur les tubes pouvant entrainer l’altération du produit
Alimentation,Viandes,Listeria monocytogenes ,LES SALAISONS REGIONALES,Du 02/11/2022 au 07/12/2022,Dispere   Le pere champain   Intermarche chartres du gord   TVB   US Tours,Présence de trace de Listéria
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,LAITERIE DE LA VALLEE DE MUNSTER,Du 08/11/2022 au 30/11/2022,Voir la liste des points de vente en pièce jointe,présence de Listeria Monocytogenes
Alimentation,Herbes et épices,Autres contaminants chimiques,EPICEA,Du 07/09/2022 au 27/10/2022,CARREFOUR / ALPHA PRIM / AUCHAN / CADY CASH / FRAIS COURNEUVE / HYPER PRIMEUR / HYPER U / INTERMARCHE / LA FERME DU SPAHI / E.LECLERC / MONTAIGNE PRIMEUR / O'VERTITUDE / PRIM O FRUITS / SEC GOUSSAINVILLE / SOGEDIAL / SUPER U / TOMATE CERISE,TENEUR EN ALCALOIDE PYRROLIZINIDIQUE SUPERIEURE A LA REGLEMENTATION EN VIGUEUR
Alimentation,Herbes et épices,Autres contaminants chimiques,EPICEA,Du 28/09/2022 au 09/12/2022,ALPHA DIRECT / ALPHA PRIM / AUCHAN / CADY CASH / CARREFOUR / CROC TOUT / FRAIS COURNEUVE / HYPER PRIMEURS / HYPER U / INTERMARCHE / E.LECLERC / MONTAIGNE PRIMEUR / NEW FRUITS / O'VERTITUDE / PRIM O FRUITS / SEC GOUSSAINVILLE / SUPER U / TOMATE CERISE,TENEUR EN ALCALOIDE PYRROLIZINIDIQUE SUPERIEURE A LA REGLEMENTATION EN VIGUEUR
"Vêtements, Mode, EPI",Equipements de Protection Individuels,Blessures externes,Castolin,Du 20/01/2020 au 11/10/2022,Bricocash castorama...,"Dans le cadre d’essais sur les lunettes, certains échantillons testés ont été identifiés non conformes, ils présentent un risque au niveau des filtrations"
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,LAITERIE DE LA VALLEE DE MUNSTER,Du 23/11/2022 au 07/12/2022,Voir liste des points de vente ci dessous,présence de Listeria Monocytogenes
Alimentation,Herbes et épices,Autres contaminants chimiques,La Bovida,Du 02/08/2022 au 22/12/2022,"Magasin La Bovida. 
Liste des boutiques au format PDF en pièce jointe",Présence de Alcaloïde pyrrolizidinique
Alimentation,Produits de la pêche et d'aquaculture,Anomalie d'étiquetage,Petit Navire,NA,Galec,Présence de deux DLC différentes sur le produit. La DLC conforme est le 04/01/2023 située au dos de l'étui carton.
Alimentation,Autres,Listeria monocytogenes ,sans marque,Du 06/12/2022 au 10/12/2022,La Charolaise,Présence de Listeria
Alimentation,Viandes,Modifications organoleptiques,feyel,Du 16/11/2022 au 13/12/2022,"LECLERC, INTERMARCHE, SYSTEME U, CORA, AUCHAN, CASINO, TRANSGOURMET, CARREFOUR, SPAR",Altération organoleptique (odeur)
Alimentation,Viandes,Listeria monocytogenes ,METRO CHEF,Du 03/12/2022 au 14/12/2022,METRO,Présence de Listéria monocytogènes.
Alimentation,Viandes,Substances allergisantes non déclarées,SAVEURS FORESTIERES,Du 15/12/2022 au 25/12/2022,CARREFOUR,défaut d’étiquetage : Présence des allergènes Gluten et Lactose qui ne sont pas indiqués sur le produit
Hygiène-Beauté,Dispositifs médicaux grand public,Blessures externes,LABELL,Du 18/07/2022 au 06/12/2022,INTERMARCHE,produits avec une concentration en eau oxygénée supérieure à la normale
Alimentation,Autres,Substances allergisantes non déclarées,archiv,Du 10/06/2021 au 20/07/2021,Epiceries fines et magasins bio,Présence de l'allergène sulfite à plus de 10mg / L non déclaré sur l'étiquetage
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,BIOCOOP,Du 01/12/2022 au 06/12/2022,Magasin BIOCOOP du Grand Ouest et du Centre Nord Est  uniquement.,Présence de Listéria monocytogenèse (<10) sur un échantillon.
Hygiène-Beauté,"Produits d’hygiène (cotons, intime, papiers)",Intoxication,Bee & Flower,Du 15/08/2022 au 07/12/2022,voir liste ci jointe,Présence d'un composant allergène non étiqueté sur le produit
Alimentation,Viandes,Listeria monocytogenes ,Père Anselme,Du 01/12/2022 au 19/12/2022,"Leclerc Champvert Lyon (69009), Carrefour Vénissieux (69200) et Carrefour Market Belley (01300), Magasin Super U Pont de Beauvoisin (73330)","détection de Listeria monocytogenes, avec dénombrement inférieur à 10 ufc/g"
Alimentation,Viandes,Listeria monocytogenes ,Père Anselme,Du 02/12/2022 au 19/12/2022,"enseignes Leclerc, Carrefour + des bouchers détaillants et grossistes
voir ci-joint liste des points de vente concernés","Listeria monocytogenes détectée, avec dénombrement <10 ufc/g"
Bébés-Enfants (hors alimentaire),Jouets,Arrêt respiratoire,Jadéo,Du 25/11/2021 au 09/12/2022,Déguise toi,"-Absence des instructions concernant l'utilisation des piles.
Au regard du point 13.4.2 de la norme EN CEI 62115, la sécurité du couvercle du boitier à pile n'est pas adéquate : le
boitier s'ouvre lors de chute.
Sachet en plastique non perméable"
Alimentation,Viandes,Anomalie d'étiquetage,feyel,Du 29/11/2022 au 09/12/2022,LECLERC HIRSINGUE,Erreur de marquage sur l'étiquette de la date limite de consommation indiquée au 28/02/2022 au lieu du 28/02/2023. Concerne 9 barquettes.
Maison-Habitat,Produits chimiques,Intoxication,W5,Du 28/06/2022 au 09/12/2022,Certains supermarchés Lidl. Voir liste en pièce jointe,risque de contamination bactérienne par Pseudomonas aeruginosa
Alimentation,Lait et produits laitiers,Substances allergisantes non déclarées,Bonne Maman,Du 08/12/2022 au 16/12/2022,"Casino, Système U, Provera, Galec",Erreur d'emballage
Alimentation,Viandes,Listeria monocytogenes ,/,NA,GUILLOT COBREDA,Listeria
Alimentation,Autres,Listeria monocytogenes ,AUCHAN,Du 05/12/2022 au 13/12/2022,Magasins Auchan et toute autre enseigne commercialisant les produits à marque Auchan,Présence de Listeria
Alimentation,Viandes,Listeria monocytogenes ,Découpe de chapon,NA,Métro,Listeria
Alimentation,Viandes,Salmonella spp  Autre risque,SANS,Du 25/11/2022 au 07/12/2022,INTERMARCHE CRAPONNE 69290,Présence Salmonelle
Alimentation,Lait et produits laitiers,Anomalie d'étiquetage,LE PATURON,Du 15/12/2022 au 16/12/2022,ALDI,ERREUR D'INDICATION DE LA DATE DE DURABILITE MINIMALE
Alimentation,Viandes,Listeria monocytogenes ,Découpe de chapon,NA,Métro / MAISON FARRET SAS / RAMPAL SAS,Listeria
Alimentation,Viandes,Listeria monocytogenes ,Le Gaulois Professionnel,NA,GUILLOT-COBREDA / PALMIDOR,Listeria
Alimentation,Viandes,Listeria monocytogenes ,Le Gaulois Professionnel,NA,GUILLOT-COBREDA,Listeria
Alimentation,Viandes,Listeria monocytogenes ,Le Gaulois Professionnel,NA,Métro,Listeria
Alimentation,Viandes,Listeria monocytogenes ,EXTRA CARREFOUR,Du 05/12/2022 au 16/12/2022,CARREFOUR,Présence de Listéria monocytogènes
Maison-Habitat,Matériel de cuisine (sauf électroménager),Dépassement de seuils de sécurité,Atelier Ryokan,Du 25/03/2022 au 21/07/2022,Aucun,Rapport d'essais 2022-79892-1-V1 du 16/09/2022
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Thiriez Selection,Du 03/11/2022 au 06/12/2022,Grossistes,Suspicion de présence de Listeria monocytogenes
Alimentation,Céréales et produits de boulangerie,Substances allergisantes non déclarées,Bjorg,NA,Grandes et moyennes surfaces,Erreur de recette impliquant un risque allergène (présence d'amande) sur une partie restreinte de la production
Maison-Habitat,Mobilier,Blessures externes,IKEA,Depuis le 01/10/2019,IKEA,"IKEA rappelle la chaise pivotante ODGER anthracite avec un numéro de lot inférieur ou égal à la date 2221 en raison d'un risque de rupture du piètement en étoile, entraînant un risque de chutes et de blessures pour l'utilisateur."
Alimentation,Herbes et épices,Autres contaminants chimiques,SAINTE LUCIE,Du 19/09/2022 au 15/12/2022,"Auchan, Carrefour, Casino, Franprix, Francap, Leclerc, Intermarché, Système U",Présence d'alcaloïdes pyrrolizidiniques dans le cumin utilisé dans le mélange
Alimentation,Herbes et épices,Autres contaminants chimiques,SAINTE LUCIE,Du 10/10/2022 au 15/12/2022,"Auchan, Carrefour, Casino, Franprix, Francap, Leclerc, Intermarché, Système U",Présence d'alcaloïdes pyrrolizidiniques dans le cumin utilisé dans le mélange
Alimentation,Herbes et épices,Autres contaminants chimiques,SAINTE LUCIE,Du 08/11/2022 au 15/12/2022,"Auchan, Carrefour, Casino, Franprix, Francap, Leclerc, Intermarché, Système U",Présence d'alcaloïdes pyrrolizidiniques dans le cumin utilisé dans le mélange
Alimentation,Boissons non alcoolisées,Modifications organoleptiques,sans MARQUE,Du 06/10/2022 au 16/12/2022,Magasins GRAND FRAIS,Défaut organoleptique (odeur non conforme)
Alimentation,Produits de la pêche et d'aquaculture,Listeria monocytogenes ,Deluxe,Du 28/11/2022 au 15/12/2022,Les supermarchés Lidl en France,Des contrôles ont révélé la présence de Listeria monocytogènes.
Alimentation,Autres,Clostridium botulinum (agent responsable du botulisme),l'aredienne,Du 10/12/2021 au 15/12/2022,copains comme cochons et l'aredienne marché tulle ussel et bugeat,probleme de stabilité des conserves
Alimentation,Viandes,Clostridium botulinum (agent responsable du botulisme),l'aredienne,Du 17/03/2022 au 17/03/2024,"copains comme cochons, l'aredienne marché de tulle,ussel et bugeat",problèmes de stabilité des conserves
Alimentation,Viandes,Clostridium botulinum (agent responsable du botulisme),l'aredienne,Du 30/10/2021 au 17/03/2023,"copains comme cochons et l'aredienne marché de tulle, ussel et bugeat",probleme de stabilité des des conserves
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,Laiterie de la Vallée de Munster,Du 03/11/2022 au 19/01/2023,Voir liste des points de vente ci dessous,Présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,Laiterie de la Vallée de Munster,Du 14/11/2022 au 17/02/2023,Voir liste des points de vente ci dessous,Présence de Listeria Monocytogenes
Alimentation,Lait et produits laitiers,Listeria monocytogenes ,Laiterie de la Vallée de Munster,Du 14/12/2022 au 19/02/2023,Voir liste des points de vente ci dessous,Présence de Listéria monocytogenes
Alimentation,Viandes,Autre risque,Le local en bocal,Du 28/09/2022 au 16/12/2022,Non concerné,Absence de validation sanitaire auprès des autorités compétentes
Alimentation,Viandes,Autre risque,Le local en bocal,Du 01/10/2022 au 16/12/2022,"intermarche  capdenac gare
carrefour market puy gouzon",Absence de validation sanitaire auprès des autorités compétentes
